molecule_chembl_id,canonical_smiles,pIC50,bioactivity,Number of H donors,Number of H Acceptors,LogP,molecular mass,Ro5violations,Ro5Rule,PSA,numrotbonds,Verber Rule P or F,QED
CHEMBL281014,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc([N+](=O)[O-])cc1,4.698970004336019,inactive,0,7,2.7879000000000014,388.4010000000001,0,Pass,108.51000000000002,5,pass,0.3776960906472371
CHEMBL31060,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(OC)cc1,6.107905397309519,active,0,6,2.888300000000001,373.4300000000001,0,Pass,74.60000000000001,5,pass,0.6430681929030955
CHEMBL31060,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(OC)cc1,4.289882634888183,inactive,0,6,2.888300000000001,373.4300000000001,0,Pass,74.60000000000001,5,pass,0.6430681929030955
CHEMBL145358,CC(=O)Oc1ccccc1SCCCCCO,4.301029995663981,inactive,1,4,2.8666000000000014,254.3509999999999,0,Pass,46.53,7,pass,0.3516162840047054
CHEMBL347187,COc1ccc(NNC(=O)c2ccc(Cl)cc2)cc1,6.886056647693163,active,2,3,3.105500000000001,276.723,0,Pass,50.36,4,pass,0.843868488388646
CHEMBL154839,COc1ccc(C(=O)NNc2ccc(Cl)cc2)cc1,6.327902142064283,active,2,3,3.105500000000001,276.723,0,Pass,50.36,4,pass,0.843868488388646
CHEMBL110331,Cc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)n1,6.3799993576999325,active,1,5,2.90892,382.3670000000001,0,Pass,90.87,3,pass,0.7540763819385737
CHEMBL323954,Cn1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c2ccccc21,5.95999928552668,intermediate,0,5,4.453300000000003,419.42800000000017,0,Pass,56.89,3,pass,0.49295232292909513
CHEMBL421417,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccs2)cc1,6.329995488683631,active,0,5,4.023100000000002,372.39300000000003,0,Pass,51.96,3,pass,0.6976962040514108
CHEMBL110660,Cc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)no1,6.390000296157769,active,1,6,2.50192,372.3280000000001,0,Pass,104.01,3,pass,0.7606764937568513
CHEMBL274893,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CCC2)cc1,7.590066876668706,active,0,2,4.323900000000004,316.3970000000001,0,Pass,34.14,3,pass,0.844666439614053
CHEMBL109486,COCc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1,5.180000294489514,intermediate,0,3,4.3312000000000035,342.4600000000001,0,Pass,43.370000000000005,5,pass,0.8120663685277102
CHEMBL54649,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1F,7.680061560019691,active,0,3,4.850000000000003,392.3980000000001,0,Pass,43.370000000000005,4,pass,0.637549697599447
CHEMBL52872,CN(C)c1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,8.219970872662662,active,1,3,4.665600000000002,422.8840000000001,0,Pass,63.4,4,pass,0.6643588418167945
CHEMBL29136,N#Cc1cc(-c2ccc(F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,6.470005326930858,active,1,5,2.1974799999999997,342.3550000000001,0,Pass,101.77,3,pass,0.7879787190518225
CHEMBL29472,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Br)s2)cc1,7.92009553233328,active,1,5,4.029500000000001,452.27700000000004,0,Pass,77.98,3,pass,0.6521710132924038
CHEMBL88649,NS(=O)(=O)c1ccc(C2=C(c3ccc(OC(F)(F)F)cc3)CC3(CC3)C2)cc1,6.890016705180107,active,1,3,4.717400000000003,409.42900000000014,0,Pass,69.39,4,pass,0.7946423343606465
CHEMBL119001,CS(=O)(=O)c1ccc(-c2cnc(CF)n2-c2ccc(F)cc2)cc1,5.0,inactive,0,4,3.551400000000002,348.374,0,Pass,51.96,4,pass,0.7244508990854717
CHEMBL324509,CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,8.397940008672037,active,0,5,3.994900000000002,376.86500000000007,0,Pass,61.190000000000005,5,pass,0.674949399679387
CHEMBL422530,O=C(NNc1ccc(Cl)cc1)c1ccc(Cl)cc1,6.468521082957745,active,2,2,3.750300000000002,281.142,0,Pass,41.13,3,pass,0.8411232662905306
CHEMBL347267,O=C(NNc1ccc(Cl)cc1)c1ccccc1,6.275724130399211,active,2,2,3.0969000000000015,246.69700000000003,0,Pass,41.13,3,pass,0.8174775828187568
CHEMBL297008,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccccc1,7.219970872662662,active,0,3,3.856220000000003,311.406,0,Pass,39.07,3,pass,0.7366196729346157
CHEMBL44283,Cc1c(Cl)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,7.299988937677887,active,0,3,4.648720000000003,363.84100000000007,0,Pass,39.07,3,pass,0.6791114231165933
CHEMBL44977,CN(C)c1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1F,6.480001470881152,active,0,5,4.166700000000002,427.42300000000006,0,Pass,55.2,4,pass,0.5868992488876015
CHEMBL43089,COc1cc(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,6.339998279897117,active,1,5,3.353200000000001,415.3680000000001,0,Pass,87.21000000000001,4,pass,0.6623594348219735
CHEMBL43553,CN(C)c1c(Cl)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,6.850011543508524,active,0,5,5.334400000000004,478.3230000000001,1,Pass,55.2,4,pass,0.5086663282009674
CHEMBL322136,Cc1cncc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,5.740000204918113,intermediate,0,5,3.665020000000002,381.3790000000001,0,Pass,64.85,3,pass,0.6945054192518332
CHEMBL327078,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)nc1,6.139997578098902,active,1,5,2.90892,382.3670000000001,0,Pass,90.87,3,pass,0.7540763819385737
CHEMBL54945,CS(=O)(=O)c1ccc(-c2cc(Cl)c(Cl)cc2-c2ccc(F)cc2)cc1,6.620005959834258,active,0,2,5.870000000000004,395.2820000000001,1,Pass,34.14,3,pass,0.5559238619555823
CHEMBL110612,Cc1ccncc1-c1cc(F)c(F)cc1-c1ccc(S(C)(=O)=O)cc1,6.770011163455189,active,0,3,4.405720000000003,359.39700000000005,0,Pass,47.03,3,pass,0.6960490171979825
CHEMBL29839,COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,8.100015437450608,active,1,5,3.214100000000001,397.3780000000001,0,Pass,87.21000000000001,4,pass,0.7323863442641129
CHEMBL28881,CN(C)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,8.330032630091496,active,1,5,3.2715000000000005,410.42100000000005,0,Pass,81.22,4,pass,0.7158772423940748
CHEMBL29133,Cc1c(C(F)(F)F)nn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccc(Cl)cc1,7.659952682338607,active,1,4,4.167320000000003,415.8240000000002,0,Pass,77.98,3,pass,0.6970321098367658
CHEMBL274990,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,7.0,active,0,4,4.1007000000000025,384.35400000000004,0,Pass,51.96,3,pass,0.6391419553821427
CHEMBL119002,CS(=O)(=O)c1ccc(-c2cnc(CO)n2-c2ccc(F)cc2)cc1,5.0,inactive,1,5,2.574200000000001,346.38300000000004,0,Pass,72.19,4,pass,0.7880344819590124
CHEMBL331148,Cc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,7.795880017344075,active,0,4,3.904620000000002,346.8390000000001,0,Pass,51.96,3,pass,0.7222196729383615
CHEMBL333084,CC(C)Oc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,5.0,inactive,0,5,4.3834000000000035,390.8920000000001,0,Pass,61.190000000000005,5,pass,0.6480262197638675
CHEMBL324700,CCS(=O)(=O)c1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,5.0,inactive,0,6,3.389800000000002,424.9310000000001,0,Pass,86.1,5,pass,0.6261487017169952
CHEMBL117708,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(N)cc2)cc1,6.728158393463501,active,1,5,3.178400000000001,347.82700000000006,0,Pass,77.98,3,pass,0.7379627370515368
CHEMBL156533,CS(=O)(=O)c1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2CCCC3)cc1,5.0,inactive,0,4,4.475000000000003,386.9040000000002,0,Pass,51.96,3,pass,0.6666274976351917
CHEMBL111562,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1,8.700057099977233,active,1,3,3.4373000000000022,329.4210000000001,0,Pass,69.39,4,pass,0.933946968275401
CHEMBL43002,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,7.219970872662662,active,0,3,3.995320000000003,329.396,0,Pass,39.07,3,pass,0.7285209392920573
CHEMBL298208,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)c(F)c1,6.599997654072044,active,0,3,4.134420000000003,347.386,0,Pass,39.07,3,pass,0.7143908832996636
CHEMBL42561,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1,6.799998134593398,active,0,4,4.270020000000003,380.3910000000001,0,Pass,51.96,3,pass,0.6818874731615732
CHEMBL415895,CS(=O)(=O)c1ccc(-n2cc(C#N)nc2-c2ccc(Cl)cc2)cc1,6.639993867770902,active,0,5,3.467880000000002,357.822,0,Pass,75.75,3,pass,0.7188163216892205
CHEMBL320790,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc3c2OCO3)cc1,6.329995488683631,active,0,6,3.6903000000000024,410.37300000000016,0,Pass,70.42,3,pass,0.6587713782782341
CHEMBL320784,CC1(C)CC(c2ccc(Cl)cc2)=C(c2ccc(S(C)(=O)=O)cc2)C1,8.15002808767115,active,0,2,5.474300000000006,360.9060000000001,1,Pass,34.14,3,pass,0.7263587121148442
CHEMBL322949,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)CCC2)cc1,7.519993057042849,active,0,2,4.977300000000004,350.8420000000001,0,Pass,34.14,3,pass,0.7821222000981635
CHEMBL28528,Cc1ccc(-c2c(C#N)cnn2-c2ccc(S(N)(=O)=O)cc2)cc1,7.119987161633229,active,1,5,2.3668000000000005,338.39200000000005,0,Pass,101.76999999999998,3,pass,0.7916733384516523
CHEMBL29403,Cc1cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc2c1OCO2,7.280006173632396,active,1,6,3.2426200000000005,425.3880000000002,0,Pass,96.44000000000001,3,pass,0.6950563613290557
CHEMBL314225,NS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)CC3(CC3)C2)cc1,8.51999305704285,active,1,2,4.097000000000003,361.4130000000001,0,Pass,60.160000000000004,3,pass,0.8947661980344952
CHEMBL333170,CCc1ncn(-c2ccc(S(C)(=O)=O)cc2)c1-c1ccc(F)cc1,5.0,inactive,0,4,3.644300000000002,344.411,0,Pass,51.96,4,pass,0.7259055545416296
CHEMBL116343,Cc1ncc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,7.292429823902063,active,0,4,3.3903200000000018,330.384,0,Pass,51.96,3,pass,0.7395192220364535
CHEMBL156256,Clc1ccc(-c2nn(-c3ccccc3)c3c2CCCC3)cc1,6.2076083105017466,active,0,2,5.071500000000003,308.81200000000007,1,Pass,17.82,2,pass,0.6458963521821066
CHEMBL155887,COc1ccc(-c2nn(-c3ccccc3)c3c2CCCCC3)cc1,5.906578314837765,intermediate,0,3,4.816800000000004,318.42000000000013,0,Pass,27.05,3,pass,0.6475787537564275
CHEMBL46712,Cc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,7.219970872662662,active,0,4,4.270020000000003,380.3910000000001,0,Pass,51.96,3,pass,0.6818874731615732
CHEMBL42094,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(C(F)(F)F)c2)cc1,6.679999195735272,active,0,4,4.980400000000002,434.36100000000005,0,Pass,51.96,3,pass,0.5466858416003108
CHEMBL42398,Cc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,7.519993057042849,active,1,4,3.5139200000000015,381.3790000000001,0,Pass,77.98,3,pass,0.7541053298167572
CHEMBL43331,COc1c(C)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1C,6.139997578098902,active,0,5,4.587040000000004,424.44400000000013,0,Pass,61.190000000000005,4,pass,0.6148501697060936
CHEMBL54370,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,8.400007822415901,active,1,2,4.254620000000003,359.3970000000001,0,Pass,60.160000000000004,3,pass,0.7597047507574315
CHEMBL29717,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)c(Cl)c2)cc1,7.819874124835946,active,1,4,4.512300000000002,436.2420000000001,0,Pass,77.98,3,pass,0.6564526225700846
CHEMBL281978,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2Cl)cc1,7.250031916490597,active,1,4,4.512300000000002,436.2420000000001,0,Pass,77.98,3,pass,0.6564526225700846
CHEMBL282301,NS(=O)(=O)c1ccc(-n2ncc(Cl)c2-c2ccccc2)cc1,7.309981219211305,active,1,4,2.8401000000000014,333.8,0,Pass,77.98,3,pass,0.8001367397972983
CHEMBL285335,NS(=O)(=O)c1ccc(-n2nc(CF)cc2-c2ccccc2)cc1,6.699991797446187,active,1,4,2.656200000000001,331.37199999999996,0,Pass,77.98,4,pass,0.7981356961100484
CHEMBL29500,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(c2)CCC3)cc1,7.510041520575165,active,1,4,3.694200000000003,407.4170000000002,0,Pass,77.98,3,pass,0.7192804858978138
CHEMBL88550,COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CC3(CC3)C2)cc1F,8.0,active,0,3,4.722600000000004,372.4610000000002,0,Pass,43.370000000000005,4,pass,0.7797216839470869
CHEMBL326577,CS(=O)(=O)c1ccc(-n2cnc(Br)c2-c2ccc(F)cc2)cc1,7.443697499232712,active,0,4,3.844400000000002,395.2530000000001,0,Pass,51.96,3,pass,0.6772721215513856
CHEMBL324957,Cc1ncn(-c2ccc(S(C)(=O)=O)cc2)c1-c1ccc(F)cc1,6.841637507904751,active,0,4,3.3903200000000018,330.38399999999996,0,Pass,51.96,3,pass,0.7395192220364535
CHEMBL117528,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)c(F)c1,7.823908740944319,active,0,5,3.743900000000002,380.8280000000001,0,Pass,61.190000000000005,4,pass,0.6913087199733055
CHEMBL110846,NS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)c(F)c3)CCC2)cc1,6.770011163455189,active,1,2,4.5866000000000025,385.3820000000001,0,Pass,60.160000000000004,3,pass,0.7860972301765596
CHEMBL42225,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccc2)cc1,6.919987152892072,active,0,4,3.9616000000000025,366.36400000000003,0,Pass,51.96,3,pass,0.7050035955089843
CHEMBL42996,CN(C)c1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1,6.149997413907539,active,0,5,4.027600000000002,409.43300000000005,0,Pass,55.2,4,pass,0.6530394103273388
CHEMBL296515,CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1,5.2399999527072705,intermediate,0,6,3.3651000000000018,444.45600000000013,0,Pass,86.1,4,pass,0.6160184891726647
CHEMBL296984,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccc2)cc1,7.400007822415902,active,1,4,3.2055000000000016,367.35200000000003,0,Pass,77.98,3,pass,0.7721421737961394
CHEMBL42709,Cc1cc(Cl)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,7.400007822415902,active,1,4,4.167320000000003,415.8240000000001,0,Pass,77.98,3,pass,0.6970321098367658
CHEMBL326639,Cc1nc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cs1,6.030002001401658,active,0,6,3.7265200000000016,387.4080000000001,0,Pass,64.85,3,pass,0.6870113471318822
CHEMBL109030,CS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)CCC2)cc1,6.060001790087838,active,0,2,5.203600000000004,366.4040000000001,1,Pass,34.14,3,pass,0.7478188235209373
CHEMBL29445,NS(=O)(=O)c1ccc(-n2nc(C(F)F)cc2-c2ccccc2)cc1,6.890016705180107,active,1,4,3.1243000000000016,349.362,0,Pass,77.98,4,pass,0.785946926372678
CHEMBL29842,COc1c(C(F)(F)F)nn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccccc1,7.100015437450609,active,1,5,3.214100000000001,397.37800000000016,0,Pass,87.21000000000001,4,pass,0.7323863442641129
CHEMBL29469,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(c2)CCCS3)cc1,6.639993867770902,active,1,5,4.243800000000003,439.4840000000002,0,Pass,77.98,3,pass,0.6621189498682102
CHEMBL324312,CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1,8.698970004336019,active,1,5,3.2388000000000003,377.85300000000007,0,Pass,87.21000000000001,5,pass,0.7389196659706566
CHEMBL324312,CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1,7.568636235841013,active,1,5,3.2388000000000003,377.85300000000007,0,Pass,87.21000000000001,5,pass,0.7389196659706566
CHEMBL44101,Cc1c(CO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,5.410000161858408,intermediate,1,4,3.4876200000000024,359.422,0,Pass,59.3,4,pass,0.7757198001627975
CHEMBL42175,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(Cl)c2)cc1,7.219970872662662,active,0,4,4.615000000000003,400.8090000000001,0,Pass,51.96,3,pass,0.6445078196320665
CHEMBL44468,COc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,6.459996055149973,active,0,5,3.970200000000003,396.3900000000001,0,Pass,61.190000000000005,4,pass,0.6695977772960405
CHEMBL43645,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccc2F)cc1,6.399996913372259,active,0,4,4.1007000000000025,384.35400000000004,0,Pass,51.96,3,pass,0.6391419553821427
CHEMBL44926,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccc2F)cc1,7.0,active,1,4,3.3446000000000016,385.34200000000004,0,Pass,77.98,3,pass,0.7026830395385886
CHEMBL42223,COc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)ccc1Cl,6.599997654072044,active,0,5,4.623600000000002,430.83500000000015,0,Pass,61.190000000000005,4,pass,0.6054518221015832
CHEMBL43493,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1C,6.480001470881152,active,0,4,4.578440000000004,394.4180000000001,0,Pass,51.96,3,pass,0.6535077065509681
CHEMBL110574,Cc1ncccc1-c1nc(C(F)(F)F)cn1-c1ccc(S(C)(=O)=O)cc1,5.019999811738259,intermediate,0,5,3.665020000000003,381.3790000000001,0,Pass,64.85,3,pass,0.6945054192518332
CHEMBL110382,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cc(Br)cs2)cc1,7.590066876668706,active,0,5,4.785600000000002,451.28900000000004,0,Pass,51.96,3,pass,0.5759503806542627
CHEMBL89578,CC1(C)CC(c2ccc(F)cc2)=C(c2ccc(S(C)(=O)=O)cc2)C1,7.819874124835946,active,0,2,4.960000000000005,344.4510000000001,0,Pass,34.14,3,pass,0.7884651500519531
CHEMBL52889,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1OC,6.470005326930858,active,0,4,4.7195000000000045,404.43400000000014,0,Pass,52.60000000000001,5,pass,0.6175474231898546
CHEMBL29920,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2)cc1,7.489991487059766,active,1,4,3.2055000000000016,367.35200000000003,0,Pass,77.98,3,pass,0.7721421737961394
CHEMBL29844,COc1c(C)cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,7.179995693191682,active,1,5,4.175920000000002,445.85000000000014,0,Pass,87.21000000000001,4,pass,0.6523652270547294
CHEMBL418859,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(F)cc2)cc1,7.853871964321762,active,0,4,3.7353000000000023,350.802,0,Pass,51.96,3,pass,0.7227668971505863
CHEMBL115864,CS(=O)(=O)c1ccc(-n2c(CO)nc(Cl)c2-c2ccc(F)cc2)cc1,5.0,inactive,1,5,3.2276000000000016,380.8280000000001,0,Pass,72.19,4,pass,0.7538603944767917
CHEMBL44516,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc(Cl)cc2)cc1,6.959991363986458,active,0,4,4.615000000000003,400.8090000000001,0,Pass,51.96,3,pass,0.6445078196320665
CHEMBL45197,CSc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1,6.799998134593398,active,0,5,4.683500000000004,412.4580000000001,0,Pass,51.96,4,pass,0.5839606489973163
CHEMBL44829,CN(C)c1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,5.489999539566098,intermediate,0,5,4.027600000000002,409.43300000000005,0,Pass,55.2,4,pass,0.6530394103273388
CHEMBL296447,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc3c(c2)OCO3)cc1,6.770011163455189,active,0,6,3.6903000000000024,410.37300000000016,0,Pass,70.42,3,pass,0.6587713782782341
CHEMBL298476,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,8.51999305704285,active,1,4,4.167320000000002,415.82400000000007,0,Pass,77.98,3,pass,0.6970321098367658
CHEMBL42408,COc1c(Cl)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,6.850011543508524,active,0,5,5.277000000000004,465.2800000000001,1,Pass,61.190000000000005,4,pass,0.5265275026296349
CHEMBL43317,COc1c(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1F,7.519993057042849,active,1,5,3.492300000000001,433.3580000000001,0,Pass,87.21000000000001,4,pass,0.6384871382929601
CHEMBL111057,NS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)CCC2)cc1,6.819988880942282,active,1,2,4.4475000000000025,367.3920000000001,0,Pass,60.160000000000004,3,pass,0.871359935680918
CHEMBL54746,CS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc3c(c2)OCCO3)cc1,6.470005326930858,active,0,4,4.473500000000004,402.4180000000002,0,Pass,52.60000000000001,3,pass,0.6485728301374052
CHEMBL55348,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,7.890084136976206,active,1,3,4.608200000000002,409.8410000000001,0,Pass,69.39,4,pass,0.6837711045735041
CHEMBL54327,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,8.51999305704285,active,1,2,4.908020000000003,393.8420000000001,0,Pass,60.160000000000004,3,pass,0.6869696442875497
CHEMBL28491,COC(=O)c1nn(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(Cl)cc2)c1Cl,6.799998134593398,active,1,6,3.280100000000001,426.2810000000002,0,Pass,104.28,4,pass,0.6451676541625364
CHEMBL42485,CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1,8.0,active,0,3,5.3872000000000035,411.31700000000006,1,Pass,34.14,3,pass,0.5794982960338307
CHEMBL325437,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(Cl)cc2)cc1,7.7447274948966935,active,0,4,4.249600000000003,367.25700000000006,0,Pass,51.96,3,pass,0.6955130819928682
CHEMBL116252,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cnccc2Cl)cc1,7.366531544420414,active,0,5,3.6446000000000023,368.245,0,Pass,64.85,3,pass,0.7080566221534339
CHEMBL154373,Cc1ccc(NNC(=O)c2ccc(Cl)cc2)cc1,8.0,active,2,2,3.4053200000000006,260.72400000000005,0,Pass,41.129999999999995,3,pass,0.8307239512831806
CHEMBL42549,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc([N+](=O)[O-])c2)cc1,6.2399999527072705,active,0,6,3.8698000000000032,411.3610000000001,0,Pass,95.1,4,pass,0.47978694503339897
CHEMBL296078,CN(C)c1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,6.490004907986601,active,0,5,4.681000000000003,443.87800000000004,0,Pass,55.2,4,pass,0.5871424514662003
CHEMBL107600,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccn2)cc1,5.820000358220839,intermediate,0,5,3.356600000000002,367.35200000000003,0,Pass,64.85,3,pass,0.7120962023782269
CHEMBL296447,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc3c(c2)OCO3)cc1,6.549997369826814,active,0,6,3.6903000000000024,410.37300000000016,0,Pass,70.42,3,pass,0.6587713782782341
CHEMBL322045,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC(CF)(CF)C2)cc1,7.289967300934246,active,0,2,4.859200000000004,380.43100000000015,0,Pass,34.14,5,pass,0.7424197381316716
CHEMBL323732,CS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)c(F)c3)CCC2)cc1,6.119998611678231,active,0,2,5.342700000000003,384.3940000000001,1,Pass,34.14,3,pass,0.6694119992990332
CHEMBL433428,NS(=O)(=O)c1ccc(-n2nc(C(F)F)cc2-c2ccc(Cl)cc2)cc1,8.0,active,1,4,3.777700000000002,383.807,0,Pass,77.98,4,pass,0.7443043548782357
CHEMBL282839,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(c2)CCO3)cc1,7.680061560019691,active,1,5,3.1404000000000014,409.3890000000002,0,Pass,87.21000000000001,3,pass,0.7200626921985216
CHEMBL44362,Cc1c(C(O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,5.8399999311187,intermediate,1,4,4.591020000000003,427.41900000000015,0,Pass,59.3,4,pass,0.6198753034442662
